Conversation_ID,Attacker_Helper,Victim,Conversation_Type
XCcWn13BlyWGqa,...,"Wait a minute, something doesn't seem right. I should hang up and contact the IRS directly to confirm.",1
XkdgbapD0KYv0H,"Hello, this is Sarah from the hospital. We've noticed some irregularities with your medical records.","Oh, really? What kind of irregularities are you referring to?",0
XkdgbapD0KYv0H,"We have a few discrepancies in your recent visit bills, and we need to update our records to avoid any billing errors.",I wasn't aware of any issues with my bills. Can you provide more details?,0
XkdgbapD0KYv0H,"Certainly. It seems that some of the charges have been added incorrectly, so we need to verify your payments and adjust accordingly. Can you confirm your payment history?",I can check my payment history to assist you. Please give me a moment.,0
XkdgbapD0KYv0H,"Thank you for your cooperation. If you notice any discrepancies, please let us know so we can rectify them promptly.","Of course, I'll double-check and inform you if I find anything unusual. Is there anything else I should be aware of?",0
XkdgbapD0KYv0H,"No, that would be all. We appreciate your understanding and assistance. Have a great day!",Thank you for addressing this matter. Have a great day too!,0
SLdJWJISnWDlIg,"Hello, this is Steven from the tech support department. We've detected a virus on your computer that needs immediate attention.",Oh really? How did you find that out?,1
SLdJWJISnWDlIg,Our system alert notified us of suspicious activities on your device. We need you to provide us with remote access so that we can fix it for you.,That sounds quite serious. What do I need to do?,1
SLdJWJISnWDlIg,"Please go to our website support.me and download our remote access software. Then, follow my instructions to grant me access to your computer.","Alright, let me go to the website and download the software.",1
SLdJWJISnWDlIg,"Great! Now, click on the downloaded file and allow it to make changes to your system. I will guide you through the process.","Okay, it's asking for my consent. I've clicked 'Allow'.",1
SLdJWJISnWDlIg,"Perfect! Now, I can see your screen. Oh no, it appears your computer is infected with multiple viruses. To remove them, you'll need to purchase our premium antivirus software for $99.99.",I had no idea it was so infected! Can I pay with my credit card?,1
SLdJWJISnWDlIg,"Absolutely! Please provide me with your credit card number, expiration date, and the security code on the back of the card.","Alright, it's 1234-5678-9012-3456, expiring 12/23, and the security code is 123.",1
SLdJWJISnWDlIg,"Thank you for providing that information. One last thing, could you please confirm your home address for security purposes?","Of course, it's 123 Main Street.",1
SLdJWJISnWDlIg,"Thank you for your cooperation. Your payment has been processed. We will now clean your computer remotely, so please keep your device connected to the internet.",Thank you so much! I appreciate your help.,1
SLdJWJISnWDlIg,You're welcome. Your computer should be clean now. Have a great day!,You too! Goodbye.,1
SLdJWJISnWDlIg,Goodbye!,,1
4AkbCOAdB7rqET,"Hello, this is John from the IRS. We have identified some discrepancies in your tax returns and need to verify your information.","Oh, okay. Can you please provide me with your name, badge number, and a contact number where I can reach you?",0
4AkbCOAdB7rqET,"Of course, my name is Agent Smith, badge number 1234. You can reach me at 555-123-4567. Now, can you confirm your social security number and current address?","I'm sorry, but I'm not comfortable providing that over the phone. Is there any way we can verify this in person at an IRS office?",0
4AkbCOAdB7rqET,"I understand your concern, but due to current circumstances, we are only able to assist you over the phone. Rest assured, this call is completely secure.","Well, in that case, can you at least send me an official letter stating the details of this matter?",0
4AkbCOAdB7rqET,"Unfortunately, sending a letter would delay the resolution process. If you don't cooperate, it could lead to legal consequences. Let's proceed with verifying your information.","I appreciate your position, but I'd like to verify the authenticity of this call. Can I call you back on the official IRS helpline?",0
4AkbCOAdB7rqET,I'm afraid that won't be possible at the moment. We need to ensure prompt resolution. Can you please confirm your bank account details for verification purposes?,"I understand your concern, but I won't provide any personal or financial information without further verification. I will contact the IRS helpline myself to confirm the legitimacy of this call.",0
4AkbCOAdB7rqET,"Sir, this is a serious matter, and we don't have time for delays. If you refuse to cooperate, we will have to take legal action against you. Provide the information now!","I'm sorry, but I can't comply with your request. I will verify this situation independently. Goodbye.",0
4AkbCOAdB7rqET,"Wait, hold on! This is not a scam. Please don't hang up! Let me explain...","Sorry, but I'm not convinced. I will contact the IRS myself to ensure everything is legitimate. Goodbye.",0
RkqnYwrsBftUmN,"Hello, is this Mr. Johnson? I'm calling from the refund department of your cable company. We have discovered an overcharge on your bill and would like to refund you $500.","Oh, that's unexpected. Can you please verify your identity and provide some details about the overcharge?",1
RkqnYwrsBftUmN,"Of course, sir. My name is Mark Smith, and I'm calling from XYZ Cable Company. The overcharge occurred due to a system error, and we're rectifying it. To process the refund, we'll need your bank account details. Could you kindly provide them?","Hmm, I find it strange that you need my bank account details. Can't the refund be issued through the cable company directly?",1
RkqnYwrsBftUmN,"Well, Mr. Johnson, due to our internal policy changes, we now require customers' bank account information to ensure a secure transaction. I assure you there won't be any unauthorized access to your account.",I understand. Can we verify this with the cable company's customer service first? It's always better to double-check.,1
